SRC	TRG	PINYIN_STR	PINYIN_CHAR
marsham	马香	ma xiang	m a x i a n g
doke	多克	duo ke	d u o k e
schumm	舒姆	shu mu	s h u m u
doland	多兰	duo lan	d u o l a n
fanshel	范谢尔	fan xie er	f a n x i e e r
hawtrey	霍特里	huo te li	h u o t e l i
deverill	德夫里尔	de fu li er	d e f u l i e r
croom	克鲁姆	ke lu mu	k e l u m u
beatricia	比阿特丽西娅	bi a te li xi ya	b i a t e l i x i y a
lili	莉莉	li li	l i l i
flershem	弗勒谢姆	fu le xie mu	f u l e x i e m u
bacchus	巴克斯	ba ke si	b a k e s i
nuttle	纳特尔	na te er	n a t e e r
dillman	迪尔曼	di er man	d i e r m a n
landey	兰迪	lan di	l a n d i
ziolkowski	齐奥尔科夫斯基	qi ao er ke fu si ji	q i a o e r k e f u s i j i
dorius	多里乌斯	duo li wu si	d u o l i w u s i
radner	拉德纳	la de na	l a d e n a
wordingham	沃丁厄姆	wo ding e mu	w o d i n g e m u
rodis	罗迪斯	luo di si	l u o d i s i
gianniny	詹尼尼	zhan ni ni	z h a n n i n i
longchamp	朗香	lang xiang	l a n g x i a n g
bacino	巴西诺	ba xi nuo	b a x i n u o
mawdelyn	莫德琳	mo de lin	m o d e l i n
malarkey	马拉基	ma la ji	m a l a j i
cayton	凯顿	kai dun	k a i d u n
kinally	基纳利	ji na li	j i n a l i
luhan	卢汉	lu han	l u h a n
mosina	莫西纳	mo xi na	m o x i n a
gilgore	吉尔戈尔	ji er ge er	j i e r g e e r
saffir	萨菲尔	sa fei er	s a f e i e r
batterman	巴特曼	ba te man	b a t e m a n
haight	海特	hai te	h a i t e
bashore	巴肖尔	ba xiao er	b a x i a o e r
barran	巴伦	ba lun	b a l u n
guyler	盖勒	gai le	g a i l e
kroc	克罗克	ke luo ke	k e l u o k e
christofilos	克里斯托菲洛斯	ke li si tuo fei luo si	k e l i s i t u o f e i l u o s i
williamson	威廉森	wei lian sen	w e i l i a n s e n
paston	帕斯顿	pa si dun	p a s i d u n
tubis	塔比斯	ta bi si	t a b i s i
stallman	斯托尔曼	si tuo er man	s i t u o e r m a n
poyter	波伊特	bo yi te	b o y i t e
oenus	奥纳斯	ao na si	a o n a s i
valentin	瓦伦丁	wa lun ding	w a l u n d i n g
nunno	农诺	nong nuo	n o n g n u o
gurvitz	格维茨	ge wei ci	g e w e i c i
blondin	布隆丁	bu long ding	b u l o n g d i n g
laughry	拉夫里	la fu li	l a f u l i
berkinshaw	伯金肖	bo jin xiao	b o j i n x i a o
evert	埃弗特	ai fu te	a i f u t e
melrose	梅尔罗斯	mei er luo si	m e i e r l u o s i
craypo	克雷波	ke lei bo	k e l e i b o
penelope	佩内洛普	pei nei luo pu	p e i n e i l u o p u
feargus	费格斯	fei ge si	f e i g e s i
chafee	查菲	cha fei	c h a f e i
oriholt	奥丽霍尔特	ao li huo er te	a o l i h u o e r t e
lownie	劳尼	lao ni	l a o n i
gillingham	吉林厄姆	ji lin e mu	j i l i n e m u
chirlian	奇利安	qi li an	q i l i a n
roemer	罗默	luo mo	l u o m o
greenway	格林韦	ge lin wei	g e l i n w e i
erminie	厄米尼	e mi ni	e m i n i
monash	莫纳什	mo na shi	m o n a s h i
comyn	科明	ke ming	k e m i n g
fotis	福蒂斯	fu di si	f u d i s i
obrine	奥布兰	ao bu lan	a o b u l a n
milbourne	米尔本	mi er ben	m i e r b e n
mcsorley	麦克索利	mai ke suo li	m a i k e s u o l i
thaxton	撒克斯顿	sa ke si dun	s a k e s i d u n
rivas	里瓦斯	li wa si	l i w a s i
hext	赫克斯特	he ke si te	h e k e s i t e
bies	比斯	bi si	b i s i
loosley	卢斯利	lu si li	l u s i l i
radwan	拉德温	la de wen	l a d e w e n
fellner	费尔纳	fei er na	f e i e r n a
bario	巴里奥	ba li ao	b a l i a o
fokker	福克	fu ke	f u k e
selton	塞尔顿	sai er dun	s a i e r d u n
diosy	迪奥齐	di ao qi	d i a o q i
lazzari	拉扎里	la zha li	l a z h a l i
drosdick	德罗斯迪克	de luo si di ke	d e l u o s i d i k e
herge	赫奇	he qi	h e q i
nicolas	尼古拉斯	ni gu la si	n i g u l a s i
lesslyn	莱斯林	lai si lin	l a i s i l i n
mittemeyer	米特迈耶	mi te mai ye	m i t e m a i y e
udell	尤德尔	you de er	y o u d e e r
molly	莫莉	mo li	m o l i
naser	纳泽	na ze	n a z e
morava	莫拉瓦	mo la wa	m o l a w a
temes	特梅斯	te mei si	t e m e i s i
gaddis	加迪斯	jia di si	j i a d i s i
veinstock	文斯托克	wen si tuo ke	w e n s i t u o k e
abberley	阿伯利	a bo li	a b o l i
muroff	穆罗夫	mu luo fu	m u l u o f u
martell	马特尔	ma te er	m a t e e r
cestre	塞斯特	sai si te	s a i s i t e
telmosse	特尔莫斯	te er mo si	t e e r m o s i
dykema	戴克马	dai ke ma	d a i k e m a
biafora	比亚福拉	bi ya fu la	b i y a f u l a
lasswell	拉斯韦尔	la si wei er	l a s i w e i e r
donehue	多尼休	duo ni xiu	d u o n i x i u
thiede	蒂德	di de	d i d e
lathbury	拉思伯里	la si bo li	l a s i b o l i
zampano	赞帕诺	zan pa nuo	z a n p a n u o
quenild	奎尼尔德	kui ni er de	k u i n i e r d e
gutek	古特克	gu te ke	g u t e k e
tombrello	汤布雷洛	tang bu lei luo	t a n g b u l e i l u o
scouten	斯考滕	si kao teng	s i k a o t e n g
wynes	怀恩斯	huai en si	h u a i e n s i
viney	瓦伊尼	wa yi ni	w a y i n i
sibelius	西贝利厄斯	xi bei li e si	x i b e i l i e s i
sevrinson	塞夫林森	sai fu lin sen	s a i f u l i n s e n
byroade	拜罗德	bai luo de	b a i l u o d e
kyffin	凯芬	kai fen	k a i f e n
kristine	克里斯廷	ke li si ting	k e l i s i t i n g
tourneau	图尔诺	tu er nuo	t u e r n u o
skoro	斯科罗	si ke luo	s i k e l u o
oranmore	奥兰莫尔	ao lan mo er	a o l a n m o e r
borth	博思	bo si	b o s i
samrock	萨姆罗克	sa mu luo ke	s a m u l u o k e
kulick	库利克	ku li ke	k u l i k e
combermere	康伯米尔	kang bo mi er	k a n g b o m i e r
raysor	雷泽	lei ze	l e i z e
dunkelberger	邓克尔伯格	deng ke er bo ge	d e n g k e e r b o g e
elyn	埃琳	ai lin	a i l i n
fawkner	福克纳	fu ke na	f u k e n a
voultsides	沃尔特赛兹	wo er te sai zi	w o e r t e s a i z i
hadidian	哈迪迪安	ha di di an	h a d i d i a n
kreager	克里格	ke li ge	k e l i g e
henneberger	亨内伯格	heng nei bo ge	h e n g n e i b o g e
maher	马厄	ma e	m a e
slott	斯洛特	si luo te	s i l u o t e
duyn	杜因	du yin	d u y i n
kidel	基德尔	ji de er	j i d e e r
portnoid	波特诺伊德	bo te nuo yi de	b o t e n u o y i d e
sieling	西林	xi lin	x i l i n
lenoury	勒努里	le nu li	l e n u l i
whittom	惠托姆	hui tuo mu	h u i t u o m u
delliquardi	德利夸迪	de li kua di	d e l i k u a d i
mcivor	麦基弗	mai ji fu	m a i j i f u
tulk	塔尔克	ta er ke	t a e r k e
aunger	安杰	an jie	a n j i e
zoltan	佐尔坦	zuo er tan	z u o e r t a n
botham	博瑟姆	bo se mu	b o s e m u
capice	卡皮斯	ka pi si	k a p i s i
cracroft	克拉克罗夫特	ke la ke luo fu te	k e l a k e l u o f u t e
bradwell	布拉德韦尔	bu la de wei er	b u l a d e w e i e r
baylen	贝伦	bei lun	b e i l u n
hetch	赫奇	he qi	h e q i
clune	克卢恩	ke lu en	k e l u e n
bontoyan	邦托扬	bang tuo yang	b a n g t u o y a n g
haugland	豪格兰	hao ge lan	h a o g e l a n
macrath	麦克雷思	mai ke lei si	m a i k e l e i s i
katzen	卡曾	ka zeng	k a z e n g
miessner	米斯纳	mi si na	m i s i n a
bakke	巴基	ba ji	b a j i
neilan	尼兰	ni lan	n i l a n
cafferky	卡弗基	ka fu ji	k a f u j i
nelthorpe	内尔索普	nei er suo pu	n e i e r s u o p u
jaggernath	贾格纳特	jia ge na te	j i a g e n a t e
tilston	蒂尔斯顿	di er si dun	d i e r s i d u n
caraway	卡拉韦	ka la wei	k a l a w e i
brereton	布里尔顿	bu li er dun	b u l i e r d u n
aaronian	阿罗尼安	a luo ni an	a l u o n i a n
applegarth	阿普尔加思	a pu er jia si	a p u e r j i a s i
fienburgh	菲恩伯格	fei en bo ge	f e i e n b o g e
borch	博尔奇	bo er qi	b o e r q i
redenbaugh	雷登博	lei deng bo	l e i d e n g b o
yuncker	扬克	yang ke	y a n g k e
clarendon	克拉伦登	ke la lun deng	k e l a l u n d e n g
sukey	苏姬	su ji	s u j i
gratian	格雷希恩	ge lei xi en	g e l e i x i e n
fevre	费夫尔	fei fu er	f e i f u e r
wilgis	威尔吉斯	wei er ji si	w e i e r j i s i
devunich	德武尼奇	de wu ni qi	d e w u n i q i
timson	蒂姆森	di mu sen	d i m u s e n
bemi	贝米	bei mi	b e i m i
roddis	罗迪斯	luo di si	l u o d i s i
vidmer	维德默	wei de mo	w e i d e m o
tuffin	塔芬	ta fen	t a f e n
app	阿普	a pu	a p u
dewey	杜威	du wei	d u w e i
minnick	明尼克	ming ni ke	m i n g n i k e
macachounish	麦卡乔尼什	mai ka qiao ni shi	m a i k a q i a o n i s h i
wozencraft	沃曾克拉夫特	wo zeng ke la fu te	w o z e n g k e l a f u t e
lodge	洛奇	luo qi	l u o q i
gaitenbein	盖滕宾	gai teng bin	g a i t e n g b i n
bullington	布林顿	bu lin dun	b u l i n d u n
hort	霍特	huo te	h u o t e
hoptrough	霍普特罗	huo pu te luo	h u o p u t e l u o
desan	德桑	de sang	d e s a n g
lederberg	莱德伯格	lai de bo ge	l a i d e b o g e
gelder	格尔德	ge er de	g e e r d e
kearney	卡尼	ka ni	k a n i
daysh	戴什	dai shi	d a i s h i
dannelly	丹内利	dan nei li	d a n n e i l i
jerrems	杰里姆斯	jie li mu si	j i e l i m u s i
dalziel	达尔齐尔	da er qi er	d a e r q i e r
upston	厄普斯顿	e pu si dun	e p u s i d u n
buttolph	巴托尔夫	ba tuo er fu	b a t u o e r f u
westbrooks	韦斯特布鲁克斯	wei si te bu lu ke si	w e i s i t e b u l u k e s i
holborn	霍尔本	huo er ben	h u o e r b e n
hollerman	霍勒曼	huo le man	h u o l e m a n
kusch	库施	ku shi	k u s h i
cragin	克拉金	ke la jin	k e l a j i n
shephard	谢泼德	xie po de	x i e p o d e
evernham	埃弗纳姆	ai fu na mu	a i f u n a m u
feidt	费特	fei te	f e i t e
gohdes	戈德斯	ge de si	g e d e s i
cornblatt	康布拉特	kang bu la te	k a n g b u l a t e
ide	艾德	ai de	a i d e
murphy	墨菲	mo fei	m o f e i
mccotter	麦科特	mai ke te	m a i k e t e
pateman	佩特曼	pei te man	p e i t e m a n
cheever	奇弗	qi fu	q i f u
eirich	艾里奇	ai li qi	a i l i q i
berkerly	伯克利	bo ke li	b o k e l i
fournet	福内特	fu nei te	f u n e i t e
gandy	甘迪	gan di	g a n d i
goettel	戈特尔	ge te er	g e t e e r
harwit	哈威特	ha wei te	h a w e i t e
gosset	戈塞特	ge sai te	g e s a i t e
friedhoff	弗里德霍夫	fu li de huo fu	f u l i d e h u o f u
broger	布罗格	bu luo ge	b u l u o g e
brodkin	布罗德金	bu luo de jin	b u l u o d e j i n
waterfield	沃特菲尔德	wo te fei er de	w o t e f e i e r d e
haslegrave	哈斯尔格雷夫	ha si er ge lei fu	h a s i e r g e l e i f u
froines	弗罗因斯	fu luo yin si	f u l u o y i n s i
drayton	德雷顿	de lei dun	d e l e i d u n
shostak	肖斯塔克	xiao si ta ke	x i a o s i t a k e
woodman	伍德曼	wu de man	w u d e m a n
tepsic	特普西克	te pu xi ke	t e p u x i k e
shewell	休厄尔	xiu e er	x i u e e r
delquadro	德尔夸德罗	de er kua de luo	d e e r k u a d e l u o
leverich	莱弗里奇	lai fu li qi	l a i f u l i q i
begun	贝根	bei gen	b e i g e n
dicello	迪塞略	di sai lve	d i s a i l v e
ruellan	鲁伦	lu lun	l u l u n
nathalie	纳萨莉	na sa li	n a s a l i
wagle	韦格尔	wei ge er	w e i g e e r
kreimann	克赖曼	ke lai man	k e l a i m a n
auten	奥滕	ao teng	a o t e n g
carvin	卡文	ka wen	k a w e n
lendrum	伦德拉姆	lun de la mu	l u n d e l a m u
pokey	波基	bo ji	b o j i
lippman	李普曼	li pu man	l i p u m a n
mellott	梅洛特	mei luo te	m e i l u o t e
ashworth	阿什沃思	a shi wo si	a s h i w o s i
pickaver	皮凯弗	pi kai fu	p i k a i f u
minerva	米内尔娃	mi nei er wa	m i n e i e r w a
bastien	巴斯琴	ba si qin	b a s i q i n
faga	法加	fa jia	f a j i a
daquan	达坎	da kan	d a k a n
hemlow	赫姆洛	he mu luo	h e m u l u o
streidl	施特赖德尔	shi te lai de er	s h i t e l a i d e e r
guyot	盖约特	gai yue te	g a i y u e t e
neille	尼尔	ni er	n i e r
arnow	阿诺	a nuo	a n u o
hohl	霍尔	huo er	h u o e r
empie	恩庇	en bi	e n b i
breig	布雷格	bu lei ge	b u l e i g e
gillies	吉利斯	ji li si	j i l i s i
garnham	加纳姆	jia na mu	j i a n a m u
feldberg	费尔德伯格	fei er de bo ge	f e i e r d e b o g e
bochicchio	博基基奥	bo ji ji ao	b o j i j i a o
isleib	伊斯莱布	yi si lai bu	y i s i l a i b u
cursiter	柯西特	ke xi te	k e x i t e
eisenhart	艾森哈特	ai sen ha te	a i s e n h a t e
fels	费尔斯	fei er si	f e i e r s i
trammell	特拉梅尔	te la mei er	t e l a m e i e r
greaver	格里弗	ge li fu	g e l i f u
passingham	帕辛厄姆	pa xin e mu	p a x i n e m u
snyderman	斯奈德曼	si nai de man	s i n a i d e m a n
fothergill	福瑟吉尔	fu se ji er	f u s e j i e r
legrice	勒格赖斯	le ge lai si	l e g e l a i s i
micheal	米歇尔	mi xie er	m i x i e e r
iky	伊基	yi ji	y i j i
totterdell	托特德尔	tuo te de er	t u o t e d e e r
uhler	尤勒	you le	y o u l e
debrett	德布雷特	de bu lei te	d e b u l e i t e
insco	英斯科	ying si ke	y i n g s i k e
swigert	斯威格特	si wei ge te	s i w e i g e t e
titmuss	蒂特马斯	di te ma si	d i t e m a s i
aistrop	艾斯特罗普	ai si te luo pu	a i s i t e l u o p u
shuford	舒福德	shu fu de	s h u f u d e
treloar	特雷洛尔	te lei luo er	t e l e i l u o e r
molin	莫林	mo lin	m o l i n
gorovsky	戈罗夫斯基	ge luo fu si ji	g e l u o f u s i j i
teem	蒂姆	di mu	d i m u
skila	斯基拉	si ji la	s i j i l a
kievenaar	基夫纳	ji fu na	j i f u n a
dozer	多泽	duo ze	d u o z e
boon	布恩	bu en	b u e n
hidore	希多	xi duo	x i d u o
pirouet	皮鲁埃	pi lu ai	p i l u a i
scher	谢尔	xie er	x i e e r
manatt	马纳特	ma na te	m a n a t e
arkowitz	阿科维茨	a ke wei ci	a k e w e i c i
speakes	斯皮克斯	si pi ke si	s i p i k e s i
mokodean	莫科迪恩	mo ke di en	m o k e d i e n
bolomey	博洛梅	bo luo mei	b o l u o m e i
avioli	阿维奥利	a wei ao li	a w e i a o l i
ojha	欧嘉	ou jia	o u j i a
dutcher	达彻	da che	d a c h e
diekema	迪克马	di ke ma	d i k e m a
ameringer	阿梅林杰	a mei lin jie	a m e i l i n j i e
almack	奥尔马克	ao er ma ke	a o e r m a k e
agarwal	阿加瓦尔	a jia wa er	a j i a w a e r
copsey	科普西	ke pu xi	k e p u x i
shackle	沙克尔	sha ke er	s h a k e e r
holderby	霍尔德比	huo er de bi	h u o e r d e b i
zekman	泽克曼	ze ke man	z e k e m a n
wheaton	惠顿	hui dun	h u i d u n
murd	默德	mo de	m o d e
dotts	多茨	duo ci	d u o c i
agranoff	阿格拉诺夫	a ge la nuo fu	a g e l a n u o f u
daphne	达夫妮	da fu ni	d a f u n i
gration	格雷申	ge lei shen	g e l e i s h e n
caws	考斯	kao si	k a o s i
bobrow	博布罗	bo bu luo	b o b u l u o
weiber	韦伯	wei bo	w e i b o
brechin	布里金	bu li jin	b u l i j i n
riecke	里克	li ke	l i k e
niles	奈尔斯	nai er si	n a i e r s i
brianus	布赖纳斯	bu lai na si	b u l a i n a s i
palik	帕利克	pa li ke	p a l i k e
londesborough	朗兹伯勒	lang zi bo le	l a n g z i b o l e
fagaly	法加利	fa jia li	f a j i a l i
daisy	黛西	dai xi	d a i x i
riach	里亚赫	li ya he	l i y a h e
lessinski	列辛斯基	lie xin si ji	l i e x i n s i j i
duntze	丹茨	dan ci	d a n c i
friendship	弗兰德希普	fu lan de xi pu	f u l a n d e x i p u
amity	阿米蒂	a mi di	a m i d i
upshur	厄普舍	e pu she	e p u s h e
hartwig	哈特维希	ha te wei xi	h a t e w e i x i
kaylie	凯莉	kai li	k a i l i
castellino	卡斯泰利诺	ka si tai li nuo	k a s i t a i l i n u o
mordy	莫迪	mo di	m o d i
kempff	肯普夫	ken pu fu	k e n p u f u
rudy	鲁迪	lu di	l u d i
schonberger	舍恩伯格	she en bo ge	s h e e n b o g e
class	克拉斯	ke la si	k e l a s i
quail	奎尔	kui er	k u i e r
gusberg	古斯伯格	gu si bo ge	g u s i b o g e
bencze	本切	ben qie	b e n q i e
dallard	达拉德	da la de	d a l a d e
rudick	拉迪克	la di ke	l a d i k e
hilston	希尔斯顿	xi er si dun	x i e r s i d u n
wickenden	威肯登	wei ken deng	w e i k e n d e n g
farsetta	法塞塔	fa sai ta	f a s a i t a
jarman	贾曼	jia man	j i a m a n
bersch	伯奇	bo qi	b o q i
melissinos	梅利西诺斯	mei li xi nuo si	m e i l i x i n u o s i
backstrand	巴克斯特兰	ba ke si te lan	b a k e s i t e l a n
steensen	斯廷森	si ting sen	s i t i n g s e n
vanzi	万齐	wan qi	w a n q i
bau	鲍	bao	b a o
zeno	泽诺	ze nuo	z e n u o
fraidin	弗雷丁	fu lei ding	f u l e i d i n g
gurland	格兰	ge lan	g e l a n
charley	查利	cha li	c h a l i
barletta	巴莱塔	ba lai ta	b a l a i t a
horsfield	霍斯菲尔德	huo si fei er de	h u o s i f e i e r d e
clung	克朗	ke lang	k e l a n g
riggers	里格斯	li ge si	l i g e s i
padrick	帕德里克	pa de li ke	p a d e l i k e
seeschaf	西沙夫	xi sha fu	x i s h a f u
neaverson	尼弗森	ni fu sen	n i f u s e n
tharnham	撒纳姆	sa na mu	s a n a m u
stein	斯坦	si tan	s i t a n
rummell	拉梅尔	la mei er	l a m e i e r
harryhynd	哈里欣德	ha li xin de	h a l i x i n d e
layinka	莱因卡	lai yin ka	l a i y i n k a
birch	伯奇	bo qi	b o q i
hummel	赫梅尔	he mei er	h e m e i e r
philbrook	菲尔布鲁克	fei er bu lu ke	f e i e r b u l u k e
mcostrich	麦科斯特里奇	mai ke si te li qi	m a i k e s i t e l i q i
wiggin	威金	wei jin	w e i j i n
morven	莫文	mo wen	m o w e n
korb	科布	ke bu	k e b u
bookhardt	布克哈特	bu ke ha te	b u k e h a t e
slatter	斯拉特	si la te	s i l a t e
hofeldt	霍费尔特	huo fei er te	h u o f e i e r t e
fanton	范东	fan dong	f a n d o n g
kellermann	凯勒曼	kai le man	k a i l e m a n
cronas	克罗纳斯	ke luo na si	k e l u o n a s i
southend	索森德	suo sen de	s u o s e n d e
etcheson	艾奇逊	ai qi xun	a i q i x u n
bourque	布尔克	bu er ke	b u e r k e
hamric	哈姆里克	ha mu li ke	h a m u l i k e
kurlander	库兰德	ku lan de	k u l a n d e
pullein	普莱恩	pu lai en	p u l a i e n
meigher	迈格	mai ge	m a i g e
baker	贝克	bei ke	b e i k e
omorchoe	奥马罗	ao ma luo	a o m a l u o
dumiaux	杜米奥	du mi ao	d u m i a o
burroughs	伯勒斯	bo le si	b o l e s i
michelsen	米切尔森	mi qie er sen	m i q i e e r s e n
logue	洛格	luo ge	l u o g e
aarons	阿伦斯	a lun si	a l u n s i
trevillian	特雷维利安	te lei wei li an	t e l e i w e i l i a n
hobman	霍布曼	huo bu man	h u o b u m a n
huston	休斯顿	xiu si dun	x i u s i d u n
buteau	布托	bu tuo	b u t u o
leibach	莱巴克	lai ba ke	l a i b a k e
lemann	莱曼	lai man	l a i m a n
yankwich	扬克维奇	yang ke wei qi	y a n g k e w e i q i
wilcoxen	威尔科克森	wei er ke ke sen	w e i e r k e k e s e n
rubenstein	鲁本斯坦	lu ben si tan	l u b e n s i t a n
gailius	盖柳斯	gai liu si	g a i l i u s i
nettels	内特尔斯	nei te er si	n e i t e e r s i
monslow	蒙斯洛	meng si luo	m e n g s i l u o
orowan	奥罗万	ao luo wan	a o l u o w a n
esmonde	埃斯蒙德	ai si meng de	a i s i m e n g d e
kingman	金曼	jin man	j i n m a n
breakstone	布雷克斯通	bu lei ke si tong	b u l e i k e s i t o n g
whiffing	威芬	wei fen	w e i f e n
wildeman	怀尔德曼	huai er de man	h u a i e r d e m a n
janas	贾纳斯	jia na si	j i a n a s i
mulinos	穆利诺斯	mu li nuo si	m u l i n u o s i
reingold	莱因戈尔德	lai yin ge er de	l a i y i n g e e r d e
kingslake	金斯莱克	jin si lai ke	j i n s i l a i k e
roughton	拉夫顿	la fu dun	l a f u d u n
seebacher	西巴克	xi ba ke	x i b a k e
mathers	马瑟斯	ma se si	m a s e s i
atkeson	阿特基森	a te ji sen	a t e j i s e n
slavet	斯拉夫特	si la fu te	s i l a f u t e
munnery	芒内里	mang nei li	m a n g n e i l i
boysie	博伊西	bo yi xi	b o y i x i
brunn	布鲁恩	bu lu en	b u l u e n
derford	德福德	de fu de	d e f u d e
blacka	布莱卡	bu lai ka	b u l a i k a
bainbridge	班布里奇	ban bu li qi	b a n b u l i q i
korobkin	科罗布金	ke luo bu jin	k e l u o b u j i n
mauro	莫罗	mo luo	m o l u o
hooser	胡泽	hu ze	h u z e
daelemans	戴尔曼斯	dai er man si	d a i e r m a n s i
gorr	戈尔	ge er	g e e r
merick	梅里克	mei li ke	m e i l i k e
mapps	马普斯	ma pu si	m a p u s i
guttridge	格特里奇	ge te li qi	g e t e l i q i
smillie	斯迈利	si mai li	s i m a i l i
rostker	罗斯特克	luo si te ke	l u o s i t e k e
crumpacker	克伦帕克	ke lun pa ke	k e l u n p a k e
pray	普雷	pu lei	p u l e i
flynn	弗林	fu lin	f u l i n
bois	博伊斯	bo yi si	b o y i s i
harcleroade	哈克尔罗德	ha ke er luo de	h a k e e r l u o d e
swinnerton	斯温纳顿	si wen na dun	s i w e n n a d u n
barnouw	巴尔诺	ba er nuo	b a e r n u o
kepp	凯普	kai pu	k a i p u
palfry	帕尔弗里	pa er fu li	p a e r f u l i
